title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Random Acts of Flyness",tv,"Comedy, Drama, Fantasy",2018,tt7942806,6.8,830,
"Pamela Smart: An American Murder Mystery",tv,"Crime, Documentary",2018,tt8757062,6.6,282,
"The Trap",tv,"Crime, Drama",2018,tt8542132,6.4,702,
,tv,Drama,2015,,,,
Scaled,tv,Reality-TV,2018,tt9567342,7.5,35,
"Cleo & Cuquin",tv,"Animation, Family",2018,tt7956374,7.1,131,
"Ex on the Beach DK",tv,Reality-TV,2018,tt23159104,,,
,tv,,2016,,,,
"Eerie: Invisible Face",tv,Drama,2018,tt8924872,6.6,70,
"Roswell, New Mexico",tv,"Drama, Romance, Sci-Fi",2019,tt7588054,6.3,14647,
Autonomies,tv,Drama,2018,tt8365214,6.9,136,
"The Crimson Rivers",tv,"Crime, Drama, Mystery",2018,tt7349016,6.9,2266,
"Building Off the Grid: Big Sky Ranch",tv,Reality-TV,2016,tt6301100,7.1,16,
"Building Off the Grid",tv,Documentary,2014,tt6780072,7,210,
"Bake It Like Buddy",tv,"Game-Show, Reality-TV",2018,tt8772782,5,16,
"Arthurs Gesetz",tv,Comedy,2018,tt6516354,7.2,413,
,tv,,2018,,,,
Kizim,tv,Drama,2018,tt8961058,6.6,1239,
"Chandra Levy: An American Murder Mystery",tv,"Crime, Documentary",2017,tt7293240,6.5,315,
,tv,Talk,2018,,,,
,tv,Reality,2016,,,,
"All American",tv,"Drama, Sport",2018,tt7414406,7.6,15369,
"Saving My Tomorrow",tv,"Documentary, Family",2014,tt4195814,6.3,69,
"Cutie Cubies",tv,"Adventure, Animation, Sci-Fi",2017,tt7520728,6.7,18,
"Forbidden: Dying for Love",tv,Drama,2015,tt5310130,7.4,156,
"The Righteous Gemstones",tv,"Comedy, Drama",2019,tt8634332,8.1,50985,
"The Bureau of Magical Things",tv,"Drama, Family, Fantasy",2018,tt7153034,6.8,3352,
"Lovecraft Country",tv,"Drama, Fantasy, Horror",2020,tt6905686,7.1,48871,
"Blinded by the Lights",tv,"Crime, Drama",2018,tt6520930,7.8,4335,
Folklore,tv,Horror,2018,tt9397640,5.8,725,
Axios,tv,"Documentary, News, Talk-Show",2018,tt9322904,6.6,368,
"Gordon, Gino & Fred's Road Trip",tv,"Adventure, Comedy, Reality-TV",2018,tt9170584,8.4,2416,
"Horror at the Cecil Hotel",tv,"Crime, Documentary",2017,tt7529610,6.8,587,
"Três Mulheres",tv,"Biography, Drama, History",2018,tt7276352,7.8,257,
"Bahamas Life",tv,Reality-TV,2018,tt8041992,7.1,54,
"Crikey! It's the Irwins",tv,Documentary,2018,tt8994238,8.4,854,
"It Could Have Been Worse",tv,Comedy,2018,tt9040904,7.3,104,
"Sama slodycz",tv,Comedy,2014,tt4009854,5.4,19,
"What We Do in the Shadows",tv,"Comedy, Fantasy, Horror",2019,tt7908628,8.6,117074,
"Big Cat Tales",tv,Documentary,2018,tt9198016,7.9,157,
"Ultimate Thanksgiving Challenge",tv,Reality-TV,2018,tt12112730,7.3,31,
"The Undoing",tv,"Crime, Drama, Mystery",2020,tt8134470,7.4,111583,
"The Plot Against America",tv,"Drama, Thriller",2020,tt9308346,7.3,11844,
Grisse,tv,Drama,2018,tt7861584,6.2,467,
"Blood Runs Cold",tv,"Drama, Mystery, Reality-TV",2018,tt9387570,7.2,84,
"Border Control: Spain",tv,Reality-TV,2016,tt8006874,6.4,30,
,tv,,2018,,,,
,tv,,2018,,,,
"Justice League Unlimited",tv,"Action, Adventure, Animation",2004,tt6025022,8.7,22794,
"Vem kan slå Anja och Foppa?",tv,Game-Show,2018,tt9265196,6.6,15,
"Codes and Conspiracies",tv,Documentary,2014,tt3667284,6.8,120,
,tv,,2018,,,,
Jett,tv,"Crime, Drama, Thriller",2019,tt8594276,7.4,6582,
"SKY Castle",tv,"Drama, Mystery",2018,tt9151274,8.5,4665,
"Nicky Jam: El Ganador",tv,"Biography, Music",2018,tt7949200,7.6,1320,
"Rising: Rebuilding Ground Zero",tv,Documentary,2011,tt1586155,8.3,161,
"The Outsider",tv,"Crime, Drama, Horror",2020,tt8550800,7.6,106292,
,tv,,2018,,,,
"Mega Shippers",tv,Documentary,2016,tt6020016,7.5,14,
"Long Road to Monterey",tv,Reality-TV,2018,tt9417534,,,
"Camera Cafe",tv,Comedy,2004,tt0429327,6.3,100,
"Mônica Toy",tv,"Action, Adventure, Animation",2013,tt9308254,8.2,114,
"The Shivering Truth",tv,"Animation, Comedy, Fantasy",2018,tt6905458,8.1,3088,
"Gangs of London",tv,"Action, Crime, Drama",2020,tt7661390,8,45505,
"Legends of the Lost with Megan Fox",tv,"Documentary, History, Mystery",2018,tt8362844,6.2,423,
"Murder in the Heartland",tv,"Crime, Documentary",2017,tt7656606,7.5,549,
,tv,Reality,2016,,,,
"The Disappearance",tv,"Crime, Drama, Mystery",2018,tt9399222,7,1367,
"American Nightmare",tv,"Crime, Documentary, Drama",2019,tt9499884,7.4,100,
"The Night That Didn't End",tv,Crime,2018,tt9358600,7,75,
,tv,Documentary,1998,,,,
"Bad Chad Customs",tv,Reality-TV,2019,tt9397406,7,218,
Mixels,tv,"Adventure, Animation, Comedy",2014,tt3648886,4,485,
"Deadly Secrets",tv,Crime,2019,tt9416960,7.2,74,
"Killing Time",tv,Documentary,2019,tt9533596,7.8,49,
"The Titan Games",tv,"Game-Show, Reality-TV",2019,tt7967262,7.2,3672,
"Hometown Homicide",tv,"Crime, Documentary",2019,tt9769678,7,113,
Szóstka,tv,Drama,2019,tt9663612,6.3,30,
"The Other Two",tv,Comedy,2019,tt8310612,7.8,11587,
"Pagan Peak",tv,"Crime, Drama, Mystery",2018,tt6905756,8,11291,
,tv,,2017,,,,
,tv,,2017,,,,
"15: A Quinceañera Story",tv,Documentary,2017,tt7781198,7.1,59,
"Héroes cotidianos",tv,Documentary,2014,tt4003572,7.2,13,
"Single Long",tv,"Comedy, Short",2012,tt2505754,7.1,56,
Riphagen,tv,"Biography, Drama, War",2016,tt4969044,7.1,9013,
"Rust Valley Restorers",tv,"Documentary, Reality-TV",2018,tt9498102,7.7,3544,
"Perry Mason",tv,"Crime, Drama, History",2020,tt2077823,7.6,29787,
"Houdini's Last Secrets",tv,Documentary,2019,tt9324726,5.9,50,
"Demon Slayer: Kimetsu no Yaiba",tv,"Action, Adventure, Animation",2019,tt9335498,8.6,180597,
Patria,tv,Drama,2020,tt6625730,8.2,6866,
"Something's Killing Me",tv,Documentary,2017,tt26688257,8.5,22,
"Dr. Stone",tv,"Action, Adventure, Animation",2019,tt9679542,8.1,33237,
"Vote for Juan",tv,Comedy,2019,tt8387272,6.9,755,
"In Pursuit with John Walsh",tv,Reality-TV,2019,tt9657538,7.5,152,
"Gentleman Jack",tv,"Biography, Drama, History",2019,tt7211618,8.2,16610,
,tv,Documentary,2013,,,,
,tv,Crime,2018,,,,
"The Lake Erie Murders",tv,"Crime, Documentary",2018,tt9412802,7,466,
Unmasked,tv,"Crime, Documentary",2018,tt9117882,7.6,39,
,tv,"Drama, Crime",2018,,,,
"Gen: Lock",tv,"Action, Adventure, Animation",2018,tt7945066,7.1,1783,
,tv,,2017,,,,
"The Red Line",tv,"Crime, Drama",2019,tt9564862,5.9,1164,
"Windy City Rehab",tv,Reality-TV,2019,tt9307028,6.5,510,
"The Spanish Princess",tv,"Drama, History, Romance",2019,tt8417308,7,11524,
"Your Honor",tv,"Crime, Drama, Thriller",2020,tt7440726,7.6,75936,
"Ed Stafford: First Man Out",tv,Reality-TV,2019,tt9558734,8,409,
"It's Not Rocket Science",tv,Reality-TV,2016,tt5466928,7.1,41,
"The Case Against Adnan Syed",tv,"Crime, Documentary",2019,tt8425310,6.7,2844,
"Dead of Winter",tv,"Crime, Documentary",2019,tt9632280,7.5,288,
"American Titans",tv,Documentary,2015,tt5599116,7.4,50,
"To Catch a Killer",tv,Crime,2018,tt8942022,7.8,51,
"The Fiery Priest",tv,"Action, Comedy, Crime",2019,tt9674954,8.1,2311,
"Paranormal Caught on Camera",tv,"Documentary, Horror, Thriller",2019,tt9863048,6.1,1085,
"Primal Instinct",tv,"Crime, Documentary",2018,tt8205078,6.4,73,
"Love & Marriage: Huntsville",tv,Reality-TV,2019,tt9165512,5.6,268,
"Extreme Love",tv,Reality-TV,2018,tt9170196,5.5,65,
"Leo and Tig",tv,"Adventure, Animation, Short",2016,tt7358910,7.4,77,
"The North Water",tv,"Adventure, Drama, Mystery",2021,tt7660970,7.6,17764,
Thanksgiving,tv,"Drama, Thriller",2018,tt9458444,6.2,93,
Morten,tv,"Drama, Thriller",2019,tt8370354,6.9,330,
"Years and Years",tv,"Drama, Sci-Fi",2019,tt8694364,8.3,34721,
"Los Espookys",tv,"Comedy, Fantasy, Horror",2018,tt7721046,7.5,2979,
Chernobyl,tv,"Drama, History, Thriller",2019,tt7366338,9.3,934823,
"All Girls Garage",tv,Reality-TV,2012,tt2762476,6.1,177,
"What's My Name: Muhammad Ali",tv,"Biography, Documentary, Sport",2019,tt6328046,8.4,2551,
"The Bush Years: Family, Duty, Power",tv,"Documentary, History",2019,tt9787482,7.1,145,
"Tricky Dick",tv,"Biography, Documentary, History",2019,tt9635504,7.6,326,
"Bakugan: Battle Planet",tv,"Action, Adventure, Animation",2018,tt9527662,4.5,334,
"Alla mot alla med Filip och Fredrik",tv,Game-Show,2019,tt9859886,7.6,204,
Ramy,tv,"Comedy, Drama, Romance",2019,tt7649694,8,17227,
Equador,tv,"Drama, History, Romance",2008,tt1138474,7.8,368,PT
"I Love You, Now Die: The Commonwealth v. Michelle Carter",tv,"Crime, Documentary",2019,tt9614090,7.5,8551,
"The Oslo Killing",tv,"Crime, Documentary",2019,tt10385670,7.6,168,
"Katy Keene",tv,"Comedy, Drama, Musical",2020,tt10312964,6.2,2869,
"Darkness: Those Who Kill",tv,"Crime, Thriller",2019,tt9466596,7.5,6785,
"Very Scary People",tv,"Biography, Crime, Documentary",2019,tt10081386,7.5,709,
"60 Days on the Streets",tv,Documentary,2019,tt10035750,8,79,
"Hide and Seek",tv,"Crime, Drama, Thriller",2019,tt9612028,7.2,431,
"Andere Eltern",tv,Comedy,2019,tt10095376,6.9,211,
"Strange Evidence",tv,"Documentary, Mystery",2017,tt7538868,4.6,405,
"The Bay",tv,"Crime, Drama, Mystery",2019,tt8425404,7.2,12955,
"Buddy vs. Duff",tv,"Game-Show, Reality-TV",2019,tt9625944,5.8,349,
,tv,Reality,2019,,,,
"The World Between Us",tv,"Crime, Drama",2019,tt10073114,8.8,3053,
"Total DramaRama",tv,"Adventure, Animation, Comedy",2018,tt8526988,4,1087,
Intelligence,tv,Comedy,2020,tt9454736,6.3,4731,
"I Know This Much Is True",tv,Drama,2020,tt0425118,8.1,24937,
"Gold Rush: Dave Turin's Lost Mine",tv,Reality-TV,2019,tt9703198,6.4,484,
"Mediterranean Life",tv,Reality-TV,2017,tt13020234,8.3,93,
"Scooby-Doo and Guess Who?",tv,"Adventure, Animation, Comedy",2019,tt8456094,7.3,2461,
"Jeremy Wade's Dark Waters",tv,Documentary,2019,tt10274462,8.1,477,
"The New Pope",tv,Drama,2020,tt7157248,8,19466,
"Murder Decoded",tv,Crime,2018,tt8598266,7.2,69,
GameFace,tv,Comedy,2017,tt6620620,7.7,2473,
"Disasters at Sea",tv,History,2018,tt8273006,8.1,269,
,tv,Documentary,2019,,,,
"We Are Who We Are",tv,Drama,2020,tt9848536,7.3,10241,
"One of a Kind",tv,Documentary,2019,tt10981322,7.9,58,
"Savage Builds",tv,Documentary,2019,tt10233836,8,385,
,tv,,2014,,,,
,tv,Documentary,2019,,,,
"Portals to Hell",tv,Reality-TV,2019,tt9812514,6.3,1188,
"Married with Secrets",tv,"Crime, Documentary",2016,tt6012704,7.1,273,
,tv,"Mystery, Documentary",2019,,,,
"Mexico Life",tv,Reality-TV,2016,tt5533398,7,53,
,tv,"Drama, Mystery",2019,,,,
"Are You Smarter Than a 5th Grader?",tv,"Comedy, Family, Game-Show",2019,tt9845152,6.5,94,
"Moonshiners: Whiskey Business",tv,Reality-TV,2019,tt10028418,7.8,26,
"Polly Pocket",tv,"Action, Adventure, Animation",2018,tt8673042,6,205,
"Pandora's Box: Unleashing Evil",tv,Crime,2016,tt6107486,8,142,
"On Tour with Asperger's Are Us",tv,"Comedy, Documentary",2019,tt9765222,7.1,116,
"Idris Elba: Fighter",tv,Reality-TV,2017,tt8220330,6.9,98,
Batwoman,tv,"Action, Adventure, Crime",2019,tt8712204,3.6,47288,
Usterka,tv,Reality-TV,2002,tt1990906,,,
,tv,"Reality, Documentary",2012,,,,
"Big Texas Fix",tv,Reality-TV,2019,tt10038720,7.9,158,
"44 Cats",tv,"Adventure, Animation, Comedy",2018,tt9699148,5.8,368,
"Duff Takes The Cake",tv,Reality-TV,2019,tt10202424,7.4,30,
"The Redemption Project with Van Jones",tv,"News, Talk-Show",2019,tt7816792,8.1,68,
Primal,tv,"Action, Adventure, Animation",2019,tt10332508,8.7,24086,
,tv,,2019,,,,
"Nancy Drew",tv,"Drama, Horror, Mystery",2019,tt10313176,6.7,11379,
"The Aquarium",tv,Reality-TV,2019,tt9780390,8.3,243,
"The Champions",tv,"Animation, Comedy, Short",2018,tt9239994,8.5,311,
"The L Word: Generation Q",tv,Drama,2019,tt7661384,7.4,8747,
"In Search of Monsters",tv,"Documentary, History, Mystery",2019,tt10121738,6.8,147,
"Sweet Home Sextuplets",tv,"Drama, Family, Reality-TV",2018,tt9056536,7.7,109,
"Super Jimmy",tv,"Crime, Drama, Mystery",2019,tt10375672,6.9,91,
"Property Brothers: Forever Home",tv,Reality-TV,2019,tt9855018,6.6,425,
,tv,Reality,2019,,,,
"30 Coins",tv,"Drama, Fantasy, Horror",2020,tt9764386,7.1,11582,
"Christina on the Coast",tv,Reality-TV,2019,tt8628426,4.1,747,
"Wedding Cake Championship",tv,Reality-TV,2018,tt9125810,5.8,23,
,tv,Documentary,2019,,,,
,tv,Documentary,2016,,,,
"Lone Star Justice",tv,Documentary,2019,tt10555674,7.7,36,
"Fish or Die",tv,Reality-TV,2019,tt10228276,7.3,66,
"Truth Behind the Moon Landing",tv,Documentary,2019,tt10404822,4.2,204,
,tv,"Sci-Fi & Fantasy",2019,,,,
"Dune: Prophecy",tv,"Action, Adventure, Drama",2024,tt10466872,7.3,49269,
"Guardians of the Glades",tv,Reality-TV,2019,tt10305410,6.8,185,
"Underworld Trilogy: The Prisoner",tv,"Crime, Drama",2010,tt1645200,7,202,
"The Third Day",tv,"Drama, Horror, Mystery",2020,tt10482370,6.4,11900,
"Alien Highway",tv,"Documentary, Mystery, Sci-Fi",2019,tt10379670,4.4,342,
Oswaldo,tv,"Animation, Comedy, Family",2017,tt8188422,8.1,235,
"Tokyo Vice",tv,"Crime, Drama, Thriller",2022,tt2887954,8.1,52168,
"Murder Loves Company",tv,Crime,2019,tt9238176,7.8,79,
"Valerie's Home Cooking",tv,"Documentary, Family, Reality-TV",2015,tt4905966,7.5,150,
sMothered,tv,Reality-TV,2019,tt10368716,4.3,301,
"Say Yes to the Nest",tv,,2019,tt9564264,4.4,13,
"Still A Mystery",tv,Crime,2018,tt8241514,6.6,153,
"David Makes Man",tv,Drama,2019,tt8905948,7.5,681,
"Love Island USA",tv,"Game-Show, Reality-TV",2019,tt8819906,5.3,2111,
"People Magazine Investigates: Cults",tv,Documentary,2018,tt8461242,7.5,217,
"Ghosts of Morgan City",tv,"Documentary, Sci-Fi",2019,tt10686866,5.9,228,
,tv,Comedy,2019,,,,
"Seven Worlds One Planet",tv,Documentary,2019,tt9805708,9.3,6300,
"Gremlins: Secrets of the Mogwai",tv,"Adventure, Animation, Comedy",2022,tt9860690,6.9,926,
"Avenue 5",tv,"Comedy, Sci-Fi",2020,tt10234362,6.7,23760,
Industry,tv,Drama,2020,tt7671070,7.4,20089,
Serengeti,tv,Documentary,2019,tt8164448,7.7,1204,
"All Rise",tv,Drama,2019,tt10329042,7.1,6514,
"A Black Lady Sketch Show",tv,Comedy,2019,tt9698520,7.5,3993,
"The Pioneer",tv,Documentary,2019,tt10128190,7.2,707,
"Station Eleven",tv,"Adventure, Drama, Fantasy",2021,tt10574236,7.6,38862,
,tv,Documentary,2019,,,,
"Supersize My Pool",tv,Reality-TV,2019,tt10777024,5.4,10,
Restored,tv,Reality-TV,2017,tt8141256,9.1,296,
"The Family Chantel",tv,Reality-TV,2019,tt10584792,3.6,613,
"When Sharks Attack",tv,Documentary,2013,tt3097686,6,158,
"Body Cam",tv,Documentary,2018,tt9425082,8,672,
"Impact of Murder",tv,Crime,2019,tt10608564,7.3,56,
"Daniel Sloss: Live Shows",tv,Comedy,2018,tt8858472,8.5,4237,
,tv,,2016,,,,
"Dark Waters: Murder in the Deep",tv,"Crime, Documentary",2018,tt8785514,6.8,115,
"Pat the Dog",tv,"Animation, Comedy, Family",2017,tt5221566,5.4,112,
"Flippin' RVs",tv,Reality-TV,2014,tt4056822,7.8,24,
"Aaron Needs a Job",tv,Reality-TV,2019,tt10613240,6.4,21,
"Serial Killer: Devil Unchained",tv,Crime,2019,tt10558324,6.1,155,
"South Side",tv,Comedy,2019,tt9272514,8.2,2473,
"El Tigre Verón",tv,Drama,2019,tt10631536,6.5,111,
"Who Killed Garrett Phillips?",tv,"Crime, Documentary, Mystery",2019,tt10532840,7.3,3198,
"Delicious Miss Brown",tv,Reality-TV,2019,tt10580138,8.1,91,
"Shark After Dark",tv,Talk-Show,2013,tt3060986,6.7,28,
,tv,,2017,,,,
"Our Boys",tv,Drama,2019,tt10517426,7.9,4577,
"BBQ Brawl: Flay V. Symon",tv,Reality-TV,2019,tt10765680,6.5,160,
"Nafta Súper",tv,"Action, Adventure, Comedy",2016,tt6398630,7.2,88,
"Throttle Out",tv,"Documentary, Sport",2018,tt10014624,8.8,40,
"Por la Máscara",tv,"Action, Comedy, Drama",2018,tt9189314,7.7,25,
"Prodigal Son",tv,"Crime, Drama, Mystery",2019,tt10327354,7.7,24734,
"Joint Venture",tv,"Crime, Drama",2019,tt10756754,7.9,686,
"Undercover Billionaire",tv,Reality-TV,2019,tt8417266,7.6,864,
,tv,Crime,2013,,,,
"Fastest Cars in the Dirty South",tv,"Documentary, Sport",2019,tt10594194,6,59,
"The Shadows of Death",tv,Crime,2019,tt10486740,7.3,31,
"Ghost Brothers: Haunted Houseguests",tv,Reality-TV,2019,tt10687236,6.8,201,
"Familjen Lundell",tv,Reality-TV,2019,tt10540002,4.9,41,
"Twisted Sisters",tv,"Crime, Documentary",2018,tt8342226,6.6,148,
,tv,Documentary,2018,,,,
,tv,Documentary,2016,,,,
,tv,Drama,2015,,,,
"Extreme Measures",tv,Crime,2018,tt8499046,8,47,
"Bob Hearts Abishola",tv,"Comedy, Romance, Short",2019,tt10329024,7,6145,
"En el corredor de la muerte",tv,"Biography, Drama",2019,tt9639820,7.2,453,
,tv,Documentary,2019,,,,
,tv,,2019,,,,
"Supermarket Stakeout",tv,"Game-Show, Reality-TV",2019,tt11896334,6.9,223,
"I Hate Suzie",tv,"Comedy, Drama",2020,tt10846464,6.9,4306,
"The Lies that Bind",tv,Documentary,2019,tt12014030,7.2,22,
"Children of the Snow",tv,Documentary,2019,tt10019004,7,330,
"A Miracle",tv,Drama,2019,tt10723804,7,4059,
"The Murder Tapes",tv,Crime,2019,tt10836794,7.8,704,
"Na stojáka",tv,Comedy,2004,tt1368427,6.5,50,
"The Capture",tv,"Crime, Mystery, Thriller",2019,tt8201186,8,25740,
"The Flight Attendant",tv,"Comedy, Drama, Mystery",2020,tt7569576,7.1,64742,
Breeders,tv,"Comedy, Drama",2020,tt8129450,7.6,9076,
"Ghost Nation",tv,"Documentary, Horror",2019,tt10813648,5.9,941,
"I'd Kill for You",tv,"Crime, Drama, Mystery",2013,tt2997218,7.8,479,
"Too Close",tv,"Crime, Drama, Mystery",2021,tt10939214,6.8,4335,
Frayed,tv,"Comedy, Drama",2019,tt9214692,7.5,3206,
"Valley of the Damned",tv,Crime,2019,tt10980932,6.7,72,
"Ghost Adventures: Serial Killer Spirits",tv,"Crime, Horror",2019,tt10699146,5.7,226,
"Lucas the Spider",tv,"Animation, Family, Short",2017,tt9054228,8,291,
"The Holzer Files",tv,"Horror, Mystery",2019,tt10738706,7.1,860,
,tv,,2018,,,,
"Dr. Death",tv,"Crime, Drama, Thriller",2021,tt9179552,7.6,18169,
Romulus,tv,"Drama, Fantasy, History",2020,tt10405220,7,3166,
"Someone You Thought You Knew",tv,Drama,2018,tt8738580,7.1,127,
Slovania,tv,"Adventure, Fantasy",2021,tt10720724,5.9,447,
"The Great",tv,"Biography, Comedy, Drama",2020,tt2235759,8.1,58746,
Laetitia,tv,"Biography, Crime, Drama",2019,tt11469918,7,554,
"OWN Spotlight: Black Women OWN the Conversation",tv,Talk-Show,2019,tt10585074,7,16,
"Rogue Heroes",tv,"Action, Drama, Thriller",2022,tt10405370,8.2,30481,
"The Island",tv,"Drama, Sci-Fi, Thriller",2020,tt10384106,6.8,2737,
"Haunted Gingerbread Showdown",tv,Reality-TV,2018,tt13265646,7.2,19,
"Halloween Cake-Off",tv,Reality-TV,2018,tt9078634,6.8,33,
"Lego Masters",tv,Game-Show,2020,tt9615014,7.5,3427,
Doki,tv,"Adventure, Animation, Family",2009,tt3648112,7.5,244,
"Made in Italy",tv,Comedy,2019,tt9260992,7.6,701,
Exit,tv,"Crime, Drama, Thriller",2019,tt9612102,8.2,14970,
"Hot Rod Garage",tv,Sport,2014,tt7263064,7.7,115,
"Most Terrifying Places",tv,"History, Horror",2019,tt10738670,6.8,58,
"Steven Universe Future",tv,"Action, Adventure, Animation",2019,tt13714610,7.6,5639,
,tv,Reality,2019,,,,
"River of No Return",tv,Reality-TV,2019,tt11102274,8.2,53,
,tv,,2014,,,,
"My Horror Story",tv,Horror,2019,tt11006986,6.7,98,
,tv,Talk,2019,,,,
,tv,,2018,,,,
"Love Me",tv,"Comedy, Drama, Romance",2019,tt9325320,7.8,4024,
,tv,Documentary,2019,,,,
"Fixer to Fabulous",tv,Reality-TV,2019,tt12226680,8,528,
"King of the Skies",tv,"Action, Adventure, Biography",2020,tt10230370,7.7,642,
"Ant Anstead Master Mechanic",tv,"Documentary, Reality-TV",2019,tt11122204,7.2,120,
"Super Shiro",tv,"Animation, Comedy, Family",2019,tt9845246,6.6,31,
"Taskmaster Norway",tv,"Comedy, Game-Show",2019,tt13218362,7.7,503,
"Rock the Block",tv,Reality-TV,2019,tt10183798,7.1,420,
"Bronco, Un Éxito Indomable",tv,Drama,2019,tt11001826,8.3,59,
"Mr. Magoo",tv,"Adventure, Animation, Comedy",2019,tt10544020,7,84,
"Vida perfecta",tv,"Comedy, Drama",2019,tt8344544,7.3,1240,
"Ready to Love",tv,Reality-TV,2018,tt9165508,6.4,197,
"Adventure Time: Distant Lands",tv,"Action, Adventure, Animation",2020,tt11165358,8.6,8987,
"Hometown Horror",tv,Horror,2019,tt11011366,6.5,110,
Trackers,tv,"Action, Crime, Drama",2019,tt9074360,6.5,1441,
"House of the Dragon",tv,"Action, Adventure, Drama",2022,tt11198330,8.3,468372,
"Expedition Bigfoot",tv,Adventure,2019,tt11274284,6.1,1297,
Betty,tv,"Comedy, Sport",2020,tt10814438,7.1,2963,
Tainted,tv,Thriller,2019,tt11202814,7,368,
"Turma da Mônica Jovem",tv,"Adventure, Animation, Comedy",2015,tt11128176,7.7,155,
"Off the Grid, On the Beach",tv,Reality-TV,2019,tt10730508,8.4,13,
,tv,"Documentary, Reality",2019,,,,
"Gossip Girl",tv,"Drama, Romance",2021,tt10653784,5.4,15100,
Lanterns,tv,"Action, Adventure, Crime",2026,tt26545992,,,
"Tu parte del trato",tv,Thriller,2019,tt10616310,7.2,122,
,tv,Reality,2019,,,,
"The Object of Murder",tv,Reality-TV,2019,tt11151704,7.6,47,
"The Athena",tv,Family,2019,tt8785372,7.6,114,
ToyMakerz,tv,Reality-TV,2016,tt5640074,6.3,122,
"Welcome to Plathville",tv,Reality-TV,2019,tt11399498,5.5,699,
,tv,,2013,,,,
Unpolished,tv,Reality-TV,2019,tt10918718,6.1,115,
"Unexplained: Caught on Camera",tv,Documentary,2019,tt10764462,5.7,119,
"The Whole Truth with Sunny Hostin",tv,"Crime, Documentary, Reality",2019,tt10183848,4.8,37,
"Broken Trust",tv,Crime,2018,tt8684752,6.9,58,
"La Grande Maison Tokyo",tv,"Drama, Family",2019,tt10845290,7.8,1266,
"We're Here",tv,Reality-TV,2020,tt11285856,8.2,3354,
,tv,,2019,,,,"HN, US"
"Santa's Baking Blizzard",tv,Game-Show,2019,tt11431786,6.4,25,
"Murder Castle",tv,Drama,2017,tt7020712,6.4,119,
,tv,,2019,,,,
"Holiday Wars",tv,Reality-TV,2018,tt9335658,5.9,202,
"Man vs Bear",tv,Reality-TV,2019,tt11252544,4.8,106,
"The World of the Married",tv,"Drama, Romance",2020,tt12042964,7.9,3983,
McMillions,tv,"Crime, Documentary, History",2020,tt9148598,7.2,9592,
"Around the World in 80 Days",tv,"Adventure, Comedy, History",2021,tt9174578,7.2,12790,
"Awkwafina Is Nora from Queens",tv,Comedy,2020,tt8494614,7.5,7062,
"White House Plumbers",tv,"Biography, Drama, History",2023,tt11468254,6.8,11595,
"Holiday Gingerbread Showdown",tv,Reality-TV,2018,tt9418676,7.2,59,
,tv,,2018,,,,
"Havets Hjältar",tv,Reality-TV,2019,tt11722060,,,
,tv,,2019,,,,
"The Green Planet",tv,Documentary,2022,tt16986646,9.1,2854,
"Momma Named Me Sheriff",tv,"Animation, Comedy",2019,tt11305746,6.2,986,
"Unexplained and Unexplored",tv,Reality-TV,2019,tt11327454,4.1,147,
"Let's Go Luna!",tv,"Animation, Comedy, Family",2018,tt7200884,7.6,234,
"Flipping Bangers",tv,Reality-TV,2017,tt10219442,8.7,450,
"Pandemic: How to Prevent an Outbreak",tv,Documentary,2020,tt11497904,6.4,2883,
Cobra,tv,"Drama, Thriller",2020,tt10062652,6.5,4877,
,tv,"Sci-Fi & Fantasy, Mystery",2019,,,,
,tv,Reality,2019,,,,
Des,tv,"Biography, Crime, Drama",2020,tt11656892,7.6,22288,
"The Adventures of Paddington",tv,"Adventure, Animation, Comedy",2019,tt7772600,8.2,742,
"La Unidad",tv,"Action, Adventure, Crime",2020,tt10230502,7.4,1994,
,tv,Documentary,2017,,,,
,tv,Documentary,2015,,,,
"My Home My Destiny",tv,Drama,2019,tt11100380,6,2986,
"The Goes Wrong Show",tv,Comedy,2019,tt9860664,8.6,3311,
"Gui e Estopa",tv,"Animation, Comedy, Family",2004,tt11762462,8.3,86,
"Dragon Quest: The Adventure of Dai",tv,"Action, Adventure, Animation",2020,tt11858104,7.9,1397,
"The Trial of Christine Keeler",tv,"Drama, History",2019,tt8001036,6.9,2148,
"The Murders at White House Farm",tv,"Biography, Crime, Drama",2020,tt11110622,7.4,12610,
"The Explosion Show",tv,Reality-TV,2020,tt11348378,6.3,88,
"Little Giants",tv,"Documentary, Reality-TV",2019,tt12058614,7.8,22,
Best.Ever.,tv,Reality-TV,2015,tt4484436,8,8,
,tv,Documentary,2012,,,,
Dave,tv,"Comedy, Music",2020,tt8531222,8.2,26825,
"Ghost Adventures: Screaming Room",tv,"Documentary, History, Reality-TV",2020,tt11800658,5.7,252,
"My Feet Are Killing Me",tv,Reality-TV,2020,tt11498422,6.7,309,
"Salvage Hunters: The Restorers",tv,Reality-TV,2018,tt13405620,7.8,134,
"Ghost Loop",tv,Reality-TV,2019,tt11497386,3.7,317,
"Mannen som falt",tv,"Crime, Documentary",2020,tt11610378,7.3,73,
"Wheeler Dealers Dream Car",tv,Reality-TV,2020,tt21214460,7.6,53,
,tv,,2012,,,,
"Auga Seca",tv,"Crime, Drama",2020,tt10495654,6.5,477,
